1693163190.156441,0
1693163190.261952,17
1693163190.367826,44
1693163190.474088,81
1693163190.579075,99
1693163190.684622,100
1693163190.790675,99
1693163190.895471,99
1693163191.000700,99
1693163191.106071,99
1693163191.211541,100
1693163191.316318,96
1693163191.421727,97
1693163191.526739,98
1693163191.632169,99
1693163191.737138,99
1693163191.841896,98
1693163191.948112,100
1693163192.053218,99
1693163192.158923,96
1693163192.264840,99
1693163192.369896,97
1693163192.474797,97
1693163192.579946,99
1693163192.685286,86
1693163192.790327,74
1693163192.895066,67
1693163193.000203,47
1693163193.106061,44
1693163193.210489,42
1693163193.315719,44
1693163193.421073,44
1693163193.526971,46
1693163193.632020,48
1693163193.737816,48
1693163193.842758,50
1693163193.948661,50
1693163194.053554,52
1693163194.158070,48
1693163194.263922,45
1693163194.369384,55
1693163194.474409,57
1693163194.580012,65
1693163194.685434,86
1693163194.790015,88
1693163194.895219,77
1693163195.000266,53
1693163195.105269,48
1693163195.210001,58
1693163195.316856,69
1693163195.421262,69
1693163195.525491,89
1693163195.631230,85
1693163195.737326,84
1693163195.843807,51
1693163195.949460,51
1693163196.054546,51
1693163196.159629,50
1693163196.264852,51
1693163196.370442,51
1693163196.476135,51
1693163196.580034,51
1693163196.685375,52
1693163196.789750,53
1693163196.894674,53
1693163196.999872,53
1693163197.103996,54
1693163197.209886,55
1693163197.315145,55
1693163197.420857,56
1693163197.525577,56
1693163197.630219,56
1693163197.736026,56
1693163197.841894,58
1693163197.947498,58
1693163198.052069,59
1693163198.156932,61
1693163198.262190,60
1693163198.367404,61
1693163198.472791,61
1693163198.577764,62
1693163198.682312,62
1693163198.786948,62
1693163198.892167,62
1693163198.997226,63
1693163199.101548,63
1693163199.206317,63
1693163199.312160,63
1693163199.417542,62
1693163199.523716,63
1693163199.628162,63
1693163199.733307,64
1693163199.839142,64
1693163199.943734,65
1693163200.048969,65
1693163200.153863,65
1693163200.259085,66
1693163200.364140,66
1693163200.469067,66
1693163200.575519,68
1693163200.680727,69
1693163200.785611,69
1693163200.891069,71
1693163200.996938,80
1693163201.100682,81
1693163201.205709,88
1693163201.310392,91
1693163201.414965,93
1693163201.520512,91
1693163201.625215,94
1693163201.729886,95
1693163201.834844,81
1693163201.940202,83
1693163202.045347,75
1693163202.150024,84
1693163202.255388,83
1693163202.360175,92
1693163202.464394,93
1693163202.569272,95
1693163202.674180,95
1693163202.779761,94
1693163202.884572,95
1693163202.989703,89
1693163203.095394,89
1693163203.201652,76
1693163203.306791,76
1693163203.412695,85
1693163203.518583,85
1693163203.623917,94
1693163203.728408,93
1693163203.833748,97
1693163203.939478,100
1693163204.043754,94
1693163204.148958,95
1693163204.254260,99
1693163204.358811,99
1693163204.464178,76
1693163204.570605,75
1693163204.675805,50
1693163204.781563,38
1693163204.885978,40
1693163204.990799,40
1693163205.095579,41
1693163205.201173,42
1693163205.305974,42
1693163205.411568,43
1693163205.516216,43
1693163205.621355,43
1693163205.726059,44
1693163205.831338,43
1693163205.936048,45
1693163206.042245,46
1693163206.147797,46
1693163206.252435,46
1693163206.358172,47
1693163206.463283,48
1693163206.568824,48
1693163206.673989,48
1693163206.778833,48
1693163206.883661,50
1693163206.988162,50
1693163207.093830,50
1693163207.196860,49
1693163207.301583,52
1693163207.406804,51
1693163207.511952,52
1693163207.616853,52
1693163207.721432,52
1693163207.826963,53
1693163207.932415,53
1693163208.037518,55
1693163208.142343,56
1693163208.248022,56
1693163208.352542,57
1693163208.457352,58
1693163208.563252,58
1693163208.668678,57
1693163208.774520,57
1693163208.881064,58
1693163208.986735,57
1693163209.092061,57
1693163209.196592,58
1693163209.301801,58
1693163209.407054,59
1693163209.513785,59
1693163209.618863,71
1693163209.723679,77
1693163209.828170,80
1693163209.933237,97
1693163210.038685,97
1693163210.144910,92
1693163210.250328,90
1693163210.354850,65
1693163210.458846,48
1693163210.564343,42
1693163210.669537,53
1693163210.774751,72
1693163210.880110,86
1693163210.984580,54
1693163211.089829,36
1693163211.193569,45
1693163211.298478,59
1693163211.402405,77
1693163211.508182,88
1693163211.612820,36
1693163211.722503,34
1693163211.828123,36
1693163211.932986,38
1693163212.038319,40
1693163212.142599,39
1693163212.246741,40
1693163212.351966,39
1693163212.457024,41
1693163212.561046,41
1693163212.666017,41
1693163212.771181,43
1693163212.877169,42
1693163212.983339,43
1693163213.088328,44
1693163213.193524,45
1693163213.298946,44
1693163213.403887,46
1693163213.510399,46
1693163213.614918,47
1693163213.720093,47
1693163213.824536,47
1693163213.928725,48
1693163214.034214,48
1693163214.138827,49
1693163214.244883,48
1693163214.349931,48
1693163214.455224,50
1693163214.559987,51
1693163214.664660,53
1693163214.770265,53
1693163214.874887,54
1693163214.980603,54
1693163215.085593,55
1693163215.190371,53
1693163215.295206,53
1693163215.401259,53
1693163215.506314,55
1693163215.611044,55
1693163215.716972,56
1693163215.822298,55
1693163215.927392,56
1693163216.034302,55
1693163216.138871,57
1693163216.243591,57
1693163216.348745,58
1693163216.453781,57
1693163216.557800,59
1693163216.663374,59
1693163216.768235,59
1693163216.874147,59
1693163216.979656,60
1693163217.084672,60
1693163217.189169,64
1693163217.294629,74
1693163217.399556,74
1693163217.505431,83
1693163217.610617,99
1693163217.715269,100
1693163217.821962,92
1693163217.928020,90
1693163218.033929,53
1693163218.138659,35
1693163218.244238,44
1693163218.348926,53
1693163218.454129,72
1693163218.559862,90
1693163218.663790,37
1693163218.769251,46
1693163218.872771,55
1693163218.977912,77
1693163219.082709,90
1693163219.187951,74
1693163219.293865,37
1693163219.399048,37
1693163219.504852,39
1693163219.610003,39
1693163219.715669,38
1693163219.820477,39
1693163219.927141,40
1693163220.031332,40
1693163220.135551,42
1693163220.241113,42
1693163220.345915,43
1693163220.451002,42
1693163220.556791,44
1693163220.661605,44
1693163220.767176,44
1693163220.873335,45
1693163220.978437,45
1693163221.084192,46
1693163221.189336,47
1693163221.294136,47
1693163221.399192,48
1693163221.504885,48
1693163221.609789,49
1693163221.715451,48
1693163221.820364,50
1693163221.925648,50
1693163222.030179,51
1693163222.136092,51
1693163222.241736,51
1693163222.347010,52
1693163222.452315,52
1693163222.557326,53
1693163222.663324,52
1693163222.768205,53
1693163222.873822,54
1693163222.979163,55
1693163223.085140,55
1693163223.190871,57
1693163223.296455,58
1693163223.401850,58
1693163223.506487,58
1693163223.611924,58
1693163223.716799,59
1693163223.822137,59
1693163223.926862,58
1693163224.032110,57
1693163224.137077,59
1693163224.242362,59
1693163224.347038,60
1693163224.452500,60
1693163224.558244,60
1693163224.663212,60
1693163224.768645,61
1693163224.872722,61
1693163224.978974,62
1693163225.083818,73
1693163225.189057,81
1693163225.294328,83
1693163225.400382,97
1693163225.504405,98
1693163225.609414,94
1693163225.714778,87
1693163225.820542,44
1693163225.925405,34
1693163226.033254,53
1693163226.138802,74
1693163226.244212,92
1693163226.349511,87
1693163226.455503,40
1693163226.559442,47
1693163226.664160,55
1693163226.769677,77
1693163226.874759,88
1693163226.979816,66
1693163227.085064,43
1693163227.190831,39
1693163227.297407,38
1693163227.401772,39
1693163227.506008,40
1693163227.610966,41
1693163227.716210,40
1693163227.822117,42
1693163227.927549,43
1693163228.032857,43
1693163228.137963,44
1693163228.242437,44
1693163228.347528,44
1693163228.452922,45
1693163228.557742,45
1693163228.663655,45
1693163228.769342,46
1693163228.873696,47
1693163228.978519,47
1693163229.083471,48
1693163229.187936,48
1693163229.293171,49
1693163229.397876,49
1693163229.502542,51
1693163229.607561,50
1693163229.712502,51
1693163229.817545,52
1693163229.923141,51
1693163230.028680,52
1693163230.134762,53
1693163230.241542,52
1693163230.346440,53
1693163230.451952,52
1693163230.557685,54
1693163230.662541,53
1693163230.767021,55
1693163230.872170,55
1693163230.977794,55
1693163231.082600,56
1693163231.188325,57
1693163231.293092,57
1693163231.397661,57
1693163231.502861,57
1693163231.608245,58
1693163231.713603,58
1693163231.818812,58
1693163231.924335,59
1693163232.031119,62
1693163232.135580,62
1693163232.241493,63
1693163232.347072,63
1693163232.453436,72
1693163232.557436,81
1693163232.662694,84
1693163232.767731,99
1693163232.872397,100
1693163232.978034,93
1693163233.082691,73
1693163233.186856,46
1693163233.292099,44
1693163233.396628,52
1693163233.501607,73
1693163233.607032,90
1693163233.711486,71
1693163233.816688,36
1693163233.922044,46
1693163234.027575,56
1693163234.132436,76
1693163234.237607,88
1693163234.342018,39
1693163234.446863,39
1693163234.551680,38
1693163234.656872,39
1693163234.762159,39
1693163234.867499,38
1693163234.976539,39
1693163235.080716,40
1693163235.186372,41
1693163235.293497,42
1693163235.398236,43
1693163235.503822,43
1693163235.609383,44
1693163235.714650,43
1693163235.819854,45
1693163235.925597,44
1693163236.031556,45
1693163236.136609,46
1693163236.241229,46
1693163236.346449,47
1693163236.451229,47
1693163236.555778,48
1693163236.661048,48
1693163236.765950,49
1693163236.870718,48
1693163236.975603,49
1693163237.081732,49
1693163237.186268,50
1693163237.290349,51
1693163237.395028,51
1693163237.499784,52
1693163237.605054,53
1693163237.710831,53
1693163237.816123,53
1693163237.921480,53
1693163238.026050,55
1693163238.130797,55
1693163238.236179,56
1693163238.341701,56
1693163238.447450,57
1693163238.552704,58
1693163238.657881,59
1693163238.762913,59
1693163238.868512,58
1693163238.973004,58
1693163239.078419,59
1693163239.183190,59
1693163239.288567,59
1693163239.393746,58
1693163239.498637,62
1693163239.603674,71
1693163239.709502,71
1693163239.814798,80
1693163239.921590,88
1693163240.026967,97
1693163240.131426,90
1693163240.236649,89
1693163240.342856,61
1693163240.448305,32
1693163240.552350,41
1693163240.657071,51
1693163240.762734,72
1693163240.868510,87
1693163240.972423,44
1693163241.077509,34
1693163241.182313,54
1693163241.287084,75
1693163241.392854,89
1693163241.497959,90
1693163241.602983,37
1693163241.707060,36
1693163241.811870,38
1693163241.916030,40
1693163242.020924,39
1693163242.126452,41
1693163242.231520,40
1693163242.336827,41
1693163242.442148,41
1693163242.546420,41
1693163242.651904,42
1693163242.757576,43
1693163242.862847,43
1693163242.967622,44
1693163243.071848,43
1693163243.177340,45
1693163243.282691,45
1693163243.387723,46
1693163243.492384,46
1693163243.598642,47
1693163243.704291,46
1693163243.809611,48
1693163243.914917,47
1693163244.019980,50
1693163244.126118,50
1693163244.230590,48
1693163244.335950,50
1693163244.441053,50
1693163244.546071,50
1693163244.651593,51
1693163244.755347,52
1693163244.860098,52
1693163244.964804,53
1693163245.069854,53
1693163245.175814,55
1693163245.281273,55
1693163245.386030,55
1693163245.491062,54
1693163245.596327,55
1693163245.701472,55
1693163245.806739,56
1693163245.912188,54
1693163246.016245,57
1693163246.121088,57
1693163246.225960,58
1693163246.332113,58
1693163246.438064,59
1693163246.544210,59
1693163246.649118,59
1693163246.753718,60
1693163246.859553,59
1693163246.965133,61
1693163247.070472,62
1693163247.177278,62
1693163247.281763,63
1693163247.387430,73
1693163247.492570,82
1693163247.597316,81
1693163247.703558,100
1693163247.808903,99
1693163247.914532,92
1693163248.019935,75
1693163248.133679,34
1693163248.238356,42
1693163248.344087,53
1693163248.449976,74
1693163248.554765,88
1693163248.659579,62
1693163248.765437,37
1693163248.869965,44
1693163248.974694,54
1693163249.078509,75
1693163249.183510,90
1693163249.287794,37
1693163249.392886,36
1693163249.497130,37
1693163249.602743,37
1693163249.709568,40
1693163249.814985,41
1693163249.920093,41
1693163250.025794,42
1693163250.131189,41
1693163250.236750,42
1693163250.341361,43
1693163250.446818,42
1693163250.552005,44
1693163250.656650,44
1693163250.762696,45
1693163250.867203,45
1693163250.972895,46
1693163251.077953,45
1693163251.182389,45
1693163251.286969,45
1693163251.391511,45
1693163251.496288,46
1693163251.600805,45
1693163251.705941,47
1693163251.813571,47
1693163251.919160,48
1693163252.024163,49
1693163252.130250,49
1693163252.233788,49
1693163252.338329,49
1693163252.443896,49
1693163252.548472,50
1693163252.654158,51
1693163252.759667,51
1693163252.864306,52
1693163252.969215,52
1693163253.073766,53
1693163253.180972,52
1693163253.286997,52
1693163253.391918,53
1693163253.495796,53
1693163253.599970,53
1693163253.704554,55
1693163253.809095,55
1693163253.911941,55
1693163254.016789,55
1693163254.121795,56
1693163254.225862,57
1693163254.328698,27
1693163254.432323,0
1693163254.537234,0
1693163254.642292,0
1693163254.747253,0
1693163254.852077,0

